,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_9,turn_10
0,0.11622194200754166,0.12999999523162842,0.15458552539348602,0.10999999940395355,0.11999999731779099,0.11669326573610306,0.1303330808877945,0.13474716246128082,0.1649128496646881,0.1646338403224945
