,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_9,turn_10
0,1.8824543952941895,1.8824543952941895,1.8824543952941895,1.8824543952941895,1.8824543952941895,1.8824543952941895,1.8824543952941895,1.8824543952941895,1.8824543952941895,1.8824543952941895
