,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_9,turn_10
0,0.10999999940395355,0.11999999731779099,0.14000000059604645,0.14000000059604645,0.12999999523162842,0.1599999964237213,0.15990114212036133,0.12732575833797455,0.11000003665685654,0.15303844213485718
